9909	1035	3
9909	118	4
9909	127	5
9909	141	1
9909	143	4
9909	151	2
9909	161	3
9909	174	3
9909	181	4
9909	185	4
9909	195	2
9909	196	3
9909	2	4
9909	204	4
9909	210	5
9909	213	3
9909	219	1
9909	257	3
9909	261	1
9909	270	5
9909	318	5
9909	427	5
9909	483	5
9909	50	4
9909	682	2
9909	71	4
9909	88	3
9909	94	2
9909	95	5
9909	98	3
